Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_PERC,3P,3PA,3P_PERC,2P,2PA,2P_PERC,FT,FTA,FT_PERC,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_PERC,DRB_PERC,TRB_PERC,AST_PERC,STL_PERC,BLK_PERC,USG_PERC,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016,Victor Oladipo,SG,24,OKC,67,67,2222,6.7,15.1,0.442,2.1,5.7,0.361,4.6,9.4,0.491,1.9,2.5,0.753,0.6,4.1,4.7,2.9,1.3,0.3,1.9,2.5,17.3,13.6,0.534,0.378,0.165,1.9,12.6,7.2,12.5,1.7,0.8,21.4,1.7,2.3,4,0.085,-0.4,-0.9,-1.3,0.4
2016,Kelly Olynyk,C,25,BOS,75,6,1538,6.1,11.9,0.512,1.6,4.5,0.354,4.5,7.4,0.608,2.1,2.9,0.732,1.7,6.7,8.4,3.5,1,0.7,2.2,4.8,15.9,15.3,0.603,0.378,0.242,5.3,20.7,13.1,15.2,1.4,1.5,19,2.2,1.9,4.1,0.127,0.1,0.5,0.7,1
2016,Arinze Onuaku,C,29,ORL,8,0,28,2.6,5.1,0.5,0,0,,2.6,5.1,0.5,0,0,,2.6,5.1,7.7,2.6,0,1.3,2.6,3.9,5.1,5.8,0.5,0,0,7.6,16,11.7,9.9,0,2.9,9.4,0,0,0,-0.005,-6.5,0.7,-5.9,0
2016,Chinanu Onuaku,C,20,HOU,5,1,52,3.5,4.8,0.714,0,0,,3.5,4.8,0.714,2.8,2.8,1,1.4,5.5,6.9,2.1,2.1,0.7,2.8,4.2,9.7,12.3,0.799,0,0.571,4.2,16.8,10.5,7.8,2.8,1.6,10.4,0.1,0.1,0.1,0.123,-2.4,1.8,-0.6,0
2016,Kelly Oubre,SF,21,WAS,79,5,1605,4.2,9.9,0.421,1.2,4.2,0.287,3,5.7,0.52,1.7,2.2,0.758,1.4,4.5,5.9,1.1,1.3,0.4,1.1,4.4,11.2,9.1,0.516,0.425,0.224,4.3,14,9.2,4,1.8,0.9,14.6,0.6,1.5,2,0.061,-1.8,-0.5,-2.3,-0.1
2016,Zaza Pachulia,C,32,GSW,70,70,1268,4.7,8.7,0.534,0,0.1,0,4.7,8.7,0.538,2.8,3.6,0.778,4,7.7,11.6,3.7,1.7,0.9,2.5,4.7,12.1,16.1,0.588,0.007,0.41,12.9,22,17.7,13.6,2.2,2,15.3,2.3,2.5,4.7,0.178,-0.3,3,2.7,1.5
2016,Georgios Papagiannis,C,19,SAC,22,0,355,5.7,10.3,0.549,0,0.2,0,5.7,10.1,0.56,1.2,1.4,0.857,2.4,6.3,8.7,2,0.3,1.7,2.4,4.5,12.6,12.7,0.573,0.02,0.137,7.9,20,14,9,0.4,4.4,16.9,0.1,0.3,0.4,0.057,-3.5,0.8,-2.7,-0.1
2016,Jabari Parker,PF,21,MIL,51,50,1728,8.3,17,0.49,1.4,3.7,0.365,7,13.2,0.525,3.4,4.5,0.743,1.6,4.9,6.5,3,1,0.5,1.9,2.3,21.4,19.1,0.563,0.219,0.268,5.4,15.7,10.6,14.3,1.5,1.1,26.5,2.6,1.5,4,0.112,1.5,-1.3,0.2,1
2016,Tony Parker,PG,34,SAS,63,63,1587,6,12.9,0.466,0.5,1.6,0.333,5.5,11.3,0.484,1.9,2.7,0.726,0.2,2.4,2.6,6.5,0.8,0,2,2.1,14.5,13,0.514,0.121,0.206,0.7,7.3,4,27.8,1.1,0.1,20.2,1.4,1.7,3,0.092,-1.2,-1.7,-3,-0.4
2016,Chandler Parsons,SF,28,MEM,34,34,675,4,11.8,0.338,1.3,5,0.269,2.7,6.9,0.388,1.9,2.3,0.814,0.3,4.2,4.5,2.9,1.1,0.3,1.3,2.8,11.2,7.7,0.436,0.419,0.194,1,13.6,7.1,12.8,1.5,0.7,17.8,-0.5,0.7,0.2,0.015,-3.6,-0.5,-4.1,-0.3
2016,Lamar Patterson,SG,25,ATL,5,0,40,2.7,13.5,0.2,0.9,5.4,0.167,1.8,8.1,0.222,1.8,2.7,0.667,0.9,5.4,6.3,5.4,0.9,0,3.6,5.4,8.1,-1.9,0.276,0.4,0.2,2.8,16.3,9.6,21.1,1.2,0,22.2,-0.2,0,-0.1,-0.176,-9.9,-1.2,-11.2,-0.1
2016,Patrick Patterson,PF,27,TOR,65,8,1599,3.5,8.6,0.401,2.1,5.7,0.372,1.4,2.9,0.458,1,1.4,0.717,1.4,5.2,6.6,1.7,0.9,0.5,0.9,2.7,10,10.8,0.542,0.659,0.156,4.4,16.3,10.4,6.6,1.3,1.2,12.5,1.7,1.6,3.3,0.1,0.5,0.4,0.9,1.2
2016,Chris Paul,PG,31,LAC,61,61,1921,7,14.7,0.476,2.3,5.7,0.411,4.7,9.1,0.518,4.3,4.9,0.892,0.7,4.9,5.7,10.6,2.2,0.1,2.8,2.7,20.7,26.2,0.614,0.385,0.331,2.4,15,8.9,46.8,3.1,0.3,24.4,7.9,2.6,10.6,0.264,7.8,1.1,8.8,5.3
2016,Adreian Payne,PF,25,MIN,18,0,135,6.1,14.4,0.426,0.8,4,0.2,5.3,10.4,0.513,3.7,5.1,0.737,2.4,6.4,8.8,1.9,2.1,1.9,2.1,8.5,16.8,14.4,0.505,0.278,0.352,7.7,21,14.3,8,3,4.4,23.1,0,0.2,0.2,0.086,-2.2,0.7,-1.5,0
2016,Cameron Payne,PG,22,TOT,31,0,462,5,15,0.332,2.1,6.7,0.314,2.9,8.3,0.346,0.4,0.6,0.625,0.2,3.5,3.7,4.3,1.1,0.3,2.3,4.1,12.5,5.5,0.407,0.446,0.041,0.7,10.7,5.7,17.7,1.5,0.7,20.9,-0.8,0.4,-0.3,-0.035,-4.8,-2.2,-7,-0.6
2016,Cameron Payne,PG,22,OKC,20,0,320,4.8,14.6,0.331,1.8,5.9,0.308,3,8.8,0.346,0.5,0.5,1,0.2,3.3,3.5,4.5,1.1,0.5,1.8,4.3,11.9,6.1,0.402,0.4,0.031,0.7,10.1,5.4,18.3,1.5,1,19.6,-0.4,0.3,-0.1,-0.012,-4.7,-2,-6.8,-0.4
2016,Cameron Payne,PG,22,CHI,11,0,142,5.3,16,0.333,2.8,8.6,0.324,2.5,7.4,0.345,0.3,1,0.25,0.3,4.1,4.3,3.8,1,0,3.3,3.5,13.7,4,0.417,0.54,0.063,0.8,12.2,6.5,16.2,1.4,0,23.9,-0.4,0.1,-0.3,-0.086,-5,-2.5,-7.5,-0.2
2016,Elfrid Payton,PG,22,ORL,82,58,2412,6.4,13.6,0.471,0.6,2.2,0.274,5.8,11.4,0.509,2.2,3.1,0.692,1.3,4.4,5.8,7.9,1.3,0.6,2.7,2.6,15.6,17.2,0.52,0.16,0.231,3.9,13.9,8.7,35.7,1.8,1.3,21.6,2.4,2,4.4,0.088,0.7,0.2,0.9,1.7
2016,Gary Payton,PG,24,MIL,6,0,99,2.9,8,0.364,0.4,3.3,0.111,2.5,4.7,0.538,1.1,1.8,0.6,0,4.4,4.4,4.7,1.1,1.5,3.6,3.3,7.3,4.5,0.413,0.409,0.227,0,14,7.1,18.1,1.5,3.6,15.8,-0.3,0.1,-0.2,-0.074,-7.3,0.6,-6.7,-0.1
2016,Paul Pierce,SF,39,LAC,25,7,277,3.6,9.1,0.4,1.9,5.6,0.349,1.7,3.5,0.481,1.3,1.7,0.769,0.1,6.1,6.2,1.3,0.5,0.6,2.1,5.2,10.5,5.7,0.535,0.614,0.186,0.4,18.5,9.7,5,0.7,1.5,14.8,-0.2,0.3,0.1,0.015,-3.9,-0.5,-4.4,-0.2
2016,Marshall Plumlee,C,24,NYK,21,1,170,3.4,6.4,0.533,0,0,,3.4,6.4,0.533,1.7,4,0.421,4.9,5.9,10.8,2.1,0.8,0.8,2.5,4.9,8.5,10.9,0.521,0,0.633,14.5,17.8,16.2,8.1,1.2,1.9,12.8,0,0.1,0.2,0.048,-2.9,0.1,-2.8,0
2016,Mason Plumlee,C,26,TOT,81,64,2148,5.6,10.4,0.536,0,0.1,0,5.6,10.3,0.541,2.9,5,0.58,2.8,7.3,10.1,4.8,1.2,1.5,2.2,3.8,14.1,18.1,0.558,0.01,0.482,8.8,22.4,15.6,19.8,1.6,3.4,18.1,3.6,2.4,6,0.135,0,2.6,2.7,2.5
2016,Mason Plumlee,C,26,POR,54,54,1516,5.6,10.5,0.532,0,0.1,0,5.6,10.4,0.538,3,5.3,0.567,2.8,7.4,10.3,5.1,1.2,1.5,2.1,3.5,14.2,18.9,0.552,0.011,0.507,8.7,22.9,15.8,21.4,1.6,3.3,18.3,2.8,1.8,4.6,0.147,0.3,2.8,3.1,2
2016,Mason Plumlee,C,26,DEN,27,10,632,5.6,10.3,0.547,0,0.1,0,5.6,10.3,0.55,2.7,4.3,0.618,2.8,7,9.9,4,1.1,1.7,2.6,4.4,14,16.3,0.571,0.006,0.42,8.8,21.3,15.1,15.9,1.5,3.6,17.5,0.8,0.6,1.4,0.107,-0.7,2.2,1.5,0.6
2016,Miles Plumlee,C,28,TOT,45,12,484,3.3,6.8,0.478,0,0,,3.3,6.8,0.478,1.9,2.9,0.641,2.8,4.2,7.1,1.6,1.3,1,2.2,5.4,8.4,8.4,0.518,0,0.424,9,13.3,11.1,6.1,1.9,2.4,13.1,-0.1,0.5,0.5,0.045,-4.4,0.7,-3.6,-0.2
2016,Miles Plumlee,C,28,MIL,32,12,310,3.5,7.9,0.441,0,0,,3.5,7.9,0.441,2.6,4.1,0.629,2.7,3.5,6.2,2.1,1.3,1,2.6,5.6,9.5,8,0.492,0,0.515,8.7,11.1,10,8.2,1.8,2.6,15.5,-0.2,0.3,0.1,0.021,-4.6,0.4,-4.2,-0.2
2016,Miles Plumlee,C,28,CHO,13,0,174,2.9,5,0.583,0,0,,2.9,5,0.583,0.6,0.8,0.75,3.1,5.6,8.7,0.6,1.4,0.8,1.7,5.2,6.4,9,0.602,0,0.167,9.4,17.2,13.3,2.5,2,2,8.7,0.1,0.2,0.3,0.087,-3.9,1.3,-2.5,0
2016,Jakob Poeltl,C,21,TOR,54,4,626,3.9,6.6,0.583,0,0,,3.9,6.6,0.583,1.8,3.3,0.544,4.5,5,9.5,0.7,1,1.2,1.7,6.5,9.5,12.2,0.589,0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,12.1,0.9,0.7,1.6,0.125,-1.2,0.5,-0.7,0.2
2016,Otto Porter,SF,23,WAS,80,80,2605,5.7,11.1,0.516,2,4.7,0.434,3.7,6.4,0.576,1.4,1.6,0.832,1.6,5.5,7.1,1.7,1.6,0.6,0.6,2.7,14.9,17.3,0.628,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,15.1,6.4,3,9.4,0.173,3,0.9,3.9,3.9
2016,Bobby Portis,PF,21,CHI,64,13,1000,6.6,13.5,0.488,1.2,3.5,0.333,5.4,10,0.541,1.4,2.1,0.661,2.7,8,10.7,1.3,0.6,0.4,1.3,3.4,15.7,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,19.1,1.1,1.2,2.4,0.114,-1.6,-1.5,-3,-0.3
2016,Kristaps Porzingis,PF,21,NYK,66,65,2164,7.4,16.4,0.45,1.9,5.2,0.357,5.5,11.2,0.493,3.3,4.2,0.786,1.8,6.1,7.9,1.6,0.8,2.1,2,4.1,19.9,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,24.3,2.4,2.1,4.5,0.1,0.2,0,0.2,1.2
2016,Dwight Powell,C,25,DAL,77,3,1333,5.2,10.2,0.515,0.6,2,0.284,4.7,8.2,0.571,2.9,3.8,0.759,2.5,5.8,8.3,1.3,1.6,1.1,0.9,3.6,13.9,17.6,0.588,0.196,0.374,7.7,19.5,13.3,6.1,2.4,2.6,16.7,2.7,1.9,4.6,0.165,-0.5,1.9,1.4,1.2
2016,Norman Powell,SG,23,TOR,76,18,1368,6,13.3,0.449,1.5,4.6,0.324,4.5,8.8,0.514,3.3,4.2,0.792,0.7,3.8,4.4,2.2,1.4,0.4,1.8,3.3,16.7,14,0.552,0.342,0.314,2.2,11.8,7,9.3,1.9,0.9,21.1,1.4,1.4,2.8,0.097,-0.4,-1.1,-1.5,0.2
2016,Alex Poythress,PF,23,PHI,6,1,157,5.7,12.4,0.463,1.4,4.4,0.316,4.4,8,0.543,1.8,2.3,0.8,2.5,4.1,6.6,1.1,0.7,0.5,0.7,3.2,14.7,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,-2.5,0
2016,Ronnie Price,PG,33,PHO,14,0,134,1.1,6.4,0.167,0.8,4.6,0.176,0.3,1.9,0.143,0.8,1.1,0.75,0.8,2.1,3,4.8,3,0.3,0.8,3.8,3.8,5.9,0.272,0.708,0.167,2.4,6.7,4.5,16.9,3.9,0.6,9,-0.1,0.1,0,0.002,-3.2,0.8,-2.4,0
2016,Tim Quarterman,SG,22,POR,16,0,80,5.9,13.1,0.448,2.3,5.9,0.385,3.6,7.2,0.5,0,1.4,0,1.8,4.5,6.3,5,0.9,1.4,5,2.7,14,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,22.8,-0.1,0.1,-0.1,-0.044,-4,-0.8,-4.8,-0.1
2016,Chasson Randle,PG,23,TOT,26,0,299,4.8,11.8,0.408,1.9,5.7,0.34,2.9,6.1,0.471,4.9,5.2,0.953,0.7,3.1,3.9,4.1,1.1,0.2,2.3,4.7,16.5,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,19.7,0.5,0.1,0.7,0.106,0.3,-2.9,-2.6,0
2016,Chasson Randle,PG,23,PHI,8,0,74,5.8,12.6,0.462,2.9,7.3,0.4,2.9,5.4,0.545,5.8,5.8,1,0,2.4,2.4,2.9,1.5,0.5,1.5,5.4,20.4,17.7,0.671,0.577,0.462,0,7.5,3.7,13.2,2,1.1,20.1,0.2,0.1,0.3,0.197,2.6,-2.7,-0.1,0
2016,Chasson Randle,PG,23,NYK,18,0,225,4.5,11.5,0.389,1.6,5.1,0.313,2.9,6.4,0.45,4.6,5,0.935,1,3.4,4.3,4.5,1,0.2,2.6,4.5,15.2,12.3,0.555,0.444,0.431,2.9,10.1,6.5,18,1.3,0.4,19.6,0.3,0.1,0.4,0.075,-0.5,-3,-3.4,-0.1
2016,Julius Randle,PF,22,LAL,74,73,2132,6.4,13.1,0.488,0.3,1.1,0.27,6.1,12,0.507,3.4,4.8,0.723,2.5,8.2,10.7,4.5,0.8,0.6,2.9,4.2,16.5,16.3,0.543,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,21.4,2,1.5,3.5,0.08,-0.8,0.7,0,1.1
2016,Zach Randolph,PF,35,MEM,73,5,1786,8.7,19.4,0.449,0.4,1.9,0.223,8.3,17.5,0.474,2.8,3.9,0.731,3.7,8.4,12.1,2.5,0.8,0.2,2,2.7,20.7,18.5,0.49,0.098,0.2,11.3,27.4,19.2,13.5,1.1,0.5,29.2,0.8,2.4,3.2,0.086,-1.4,-0.7,-2.1,0
2016,J.J. Redick,SG,32,LAC,78,78,2198,6.5,14.6,0.445,3.3,7.7,0.429,3.2,6.9,0.462,2.9,3.3,0.891,0.2,2.6,2.8,1.8,0.9,0.2,1.6,2,19.2,14.8,0.599,0.526,0.227,0.6,7.9,4.4,7.8,1.2,0.5,22,3.3,1.5,4.8,0.105,2,-2.1,-0.1,1.1
2016,Willie Reed,C,26,MIA,71,5,1031,5.7,10,0.568,0,0.1,0.25,5.6,9.8,0.573,1.7,3.1,0.557,4.5,7.1,11.6,0.9,0.6,1.6,1.1,4.8,13.1,17.1,0.578,0.014,0.309,13.7,22,17.8,3.9,0.9,3.6,15.3,2.1,1.5,3.6,0.168,-1.3,0.7,-0.6,0.4
2016,Josh Richardson,SG,23,MIA,53,34,1614,4.5,11.4,0.394,1.7,5.1,0.33,2.8,6.4,0.444,1.3,1.7,0.779,0.8,3,3.7,3.1,1.3,0.9,1.4,2.9,12,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,16.8,0.3,1.9,2.2,0.066,-1,1.1,0.2,0.9
2016,Malachi Richardson,SG,21,SAC,22,0,198,5.1,12.4,0.412,1.5,5.1,0.286,3.6,7.3,0.5,2.7,3.5,0.789,0.5,3.6,4.2,2,0.9,0.2,1.5,4.2,14.4,9.6,0.517,0.412,0.279,1.8,11.5,6.7,8.7,1.3,0.5,19.3,0,0.1,0.1,0.028,-2.5,-3,-5.5,-0.2
2016,Austin Rivers,SG,24,LAC,74,29,2054,5.7,12.8,0.442,1.9,5.2,0.371,3.7,7.6,0.491,2.3,3.3,0.691,0.4,2.5,2.8,3.6,0.8,0.2,2,3.3,15.6,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,20.3,1.2,1.3,2.5,0.059,-0.1,-1.5,-1.6,0.2
2016,Andre Roberson,SF,25,OKC,79,79,2376,3.3,7,0.464,0.7,2.8,0.245,2.6,4.2,0.609,0.7,1.7,0.423,1.5,4.6,6.1,1.2,1.4,1.2,0.8,3.1,7.9,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,10.1,1.1,3.1,4.2,0.085,-2.1,2.1,0,1.2
2016,Brian Roberts,PG,31,CHO,41,2,416,4,10.6,0.377,1.5,3.8,0.386,2.5,6.8,0.372,2.9,3.4,0.846,0.4,2.9,3.4,4.5,0.8,0.1,2.3,1.6,12.3,9.8,0.51,0.361,0.32,1.3,9,5.2,18.7,1.1,0.2,17.9,0,0.3,0.2,0.028,-3.3,-2.6,-5.9,-0.4
2016,Glenn Robinson,SF,23,IND,69,27,1427,4,8.5,0.467,1.2,3.2,0.392,2.7,5.4,0.512,1.4,1.9,0.711,1.4,4.8,6.2,1.2,1,0.5,0.9,1.6,10.6,11.5,0.564,0.37,0.225,4.5,14.7,9.7,4.7,1.4,1.2,12.8,1.3,1.2,2.5,0.085,-1.2,-0.2,-1.3,0.2
2016,Thomas Robinson,PF,25,LAL,48,1,560,6.8,12.6,0.536,0,0.1,0,6.8,12.5,0.538,2,4.2,0.47,5.4,8.9,14.3,2,1.7,0.6,3,4.9,15.5,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,20.7,0.3,0.6,0.9,0.079,-2.2,-0.1,-2.3,0
2016,Sergio Rodriguez,PG,30,PHI,68,30,1518,5,12.7,0.392,2.2,6,0.365,2.8,6.7,0.415,0.4,0.6,0.667,0.5,3.2,3.7,8.2,1.2,0.1,3,2.3,12.6,11.1,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.6,0.2,19.3,-0.3,1,0.7,0.023,-1.6,-2.3,-3.8,-0.7
2016,Rajon Rondo,PG,30,CHI,69,42,1843,4.5,11,0.408,1,2.6,0.376,3.5,8.4,0.418,0.6,1,0.6,1.4,5.5,6.9,9,1.9,0.2,3.3,2.8,10.5,13.6,0.461,0.237,0.089,4.2,16.6,10.4,37,2.7,0.5,17.8,-0.4,2.7,2.3,0.06,-1.3,1.6,0.3,1.1
2016,Derrick Rose,PG,28,NYK,64,64,2082,8,16.9,0.471,0.2,1,0.217,7.7,15.9,0.487,3.8,4.4,0.874,1.1,3.1,4.3,4.9,0.8,0.3,2.5,1.5,20,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,25.7,2.4,0.6,3,0.068,0.2,-2.2,-1.9,0
2016,Terrence Ross,SF,25,TOT,78,24,1955,6,13.7,0.437,2.6,7.2,0.363,3.4,6.5,0.518,1.2,1.4,0.831,0.3,3.5,3.8,1.6,1.6,0.6,1.3,2.6,15.8,13.4,0.55,0.524,0.103,1,10.8,5.9,7.1,2.2,1.4,19.3,1.5,2,3.5,0.086,0.4,-0.6,-0.3,0.9
2016,Terrence Ross,SF,25,TOR,54,0,1207,6.3,14.3,0.441,2.9,7.6,0.375,3.4,6.7,0.516,1.2,1.5,0.82,0.4,3.7,4.1,1.3,1.6,0.6,1,2.4,16.7,14.9,0.558,0.534,0.104,1.3,11.6,6.5,5.9,2.2,1.4,19.8,1.6,1.3,2.9,0.116,1.2,-0.9,0.3,0.7
2016,Terrence Ross,SF,25,ORL,24,24,748,5.5,12.9,0.431,2.2,6.5,0.341,3.3,6.4,0.523,1.1,1.3,0.852,0.2,3.1,3.3,2.1,1.6,0.6,1.7,2.9,14.4,11.1,0.536,0.506,0.101,0.6,9.6,5,9,2.3,1.4,18.5,0,0.6,0.6,0.037,-1,-0.2,-1.2,0.1
2016,Terry Rozier,PG,22,BOS,74,0,1263,4.3,11.7,0.367,1.6,5.1,0.318,2.7,6.6,0.405,1.5,1.9,0.773,1.1,5.3,6.5,3.7,1.3,0.3,1.3,2,11.7,10.9,0.466,0.436,0.161,3.6,16.3,10,15.2,1.8,0.7,17.1,0,1.4,1.4,0.054,-2.5,0,-2.5,-0.2
2016,Ricky Rubio,PG,26,MIN,75,75,2469,3.8,9.5,0.402,0.9,2.9,0.306,2.9,6.6,0.443,3.7,4.2,0.891,1,3.5,4.4,9.9,1.9,0.1,2.8,2.9,12.2,16.8,0.539,0.302,0.438,3.2,11.4,7.2,38.9,2.6,0.3,17.4,4.5,1.7,6.1,0.119,1.7,-0.9,0.8,1.7
2016,Damjan Rudez,SF,30,ORL,45,0,314,3.6,10.1,0.352,2.3,7.3,0.313,1.3,2.8,0.458,0,0,,0.6,2.3,2.9,2.3,1.4,0.1,1,3.6,9.4,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-4.6,-0.2
2016,Brandon Rush,SG,31,MIN,47,33,1030,2.4,6.5,0.374,1.5,4,0.386,0.9,2.6,0.356,0.5,0.6,0.722,0.6,2.9,3.5,1.6,0.8,0.8,1,1.5,6.9,6.6,0.505,0.61,0.096,1.8,9.5,5.6,5.8,1.1,1.9,9.6,0.1,0.3,0.4,0.019,-2,-0.1,-2.1,0
2016,D'Angelo Russell,PG,20,LAL,63,60,1811,7,17.2,0.405,2.7,7.6,0.352,4.3,9.6,0.447,2.9,3.7,0.782,0.6,3.8,4.4,6,1.7,0.3,3.5,2.6,19.6,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,26.6,0.3,1,1.3,0.033,1.1,-1.6,-0.5,0.7
2016,Domantas Sabonis,PF,20,OKC,81,66,1632,4.2,10.6,0.399,1.1,3.5,0.321,3.1,7.1,0.438,1,1.5,0.657,1,5.3,6.4,1.8,0.9,0.7,1.8,4.4,10.6,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,15.4,-1,1.8,0.8,0.022,-4.7,-0.1,-4.8,-1.2
2016,Larry Sanders,C,28,CLE,5,0,13,2.8,11.1,0.25,0,0,,2.8,11.1,0.25,5.5,5.5,1,8.3,2.8,11.1,0,2.8,2.8,5.5,13.8,11.1,6.5,0.41,0,0.5,26.3,8.2,17,0,3.8,6.2,23.6,0,0,0,-0.029,-8.7,-0.9,-9.6,0
2016,Dario Saric,PF,22,PHI,81,36,2129,6.4,15.7,0.411,1.8,5.8,0.311,4.7,9.9,0.469,2.9,3.7,0.782,1.9,6.8,8.7,3.1,1,0.5,3.1,2.7,17.6,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,24.6,-1.2,2.2,1,0.023,-2,-0.2,-2.2,-0.1
2016,Tomas Satoransky,SG,25,WAS,57,3,719,3.1,7.4,0.415,0.5,1.9,0.243,2.6,5.5,0.473,1.2,1.7,0.697,1.3,2.9,4.2,4.6,1.3,0.3,1.9,3,7.7,8.5,0.477,0.252,0.224,3.9,9.1,6.5,16.7,1.8,0.7,12.1,0.1,0.5,0.6,0.04,-2.9,-0.2,-3.1,-0.2
2016,Dennis Schroder,PG,23,ATL,79,78,2485,7.9,17.6,0.451,1.4,4.3,0.34,6.5,13.3,0.487,3.2,3.7,0.855,0.6,3,3.6,7.2,1.1,0.2,3.7,2.2,20.5,16.1,0.533,0.242,0.21,1.9,9,5.5,35.5,1.5,0.6,27.8,1.2,2.5,3.7,0.071,0.7,-1.4,-0.7,0.8
2016,Luis Scola,PF,36,BRK,36,1,461,5.5,11.8,0.47,1.3,3.9,0.34,4.2,7.9,0.535,2,2.9,0.676,4,6.9,10.9,2.9,1.1,0.3,2.7,4.9,14.4,13.9,0.55,0.331,0.245,11.9,19.9,16,12.7,1.4,0.7,18.7,0.4,0.4,0.8,0.082,-0.8,-0.4,-1.1,0.1
2016,Mike Scott,PF,28,ATL,18,0,195,3.1,10.9,0.288,0.7,5,0.148,2.4,5.9,0.406,1.3,1.5,0.875,1.8,5,6.8,3.1,0.7,0.6,1.5,2.2,8.3,5.9,0.36,0.458,0.136,5.7,15,10.4,12.5,1,1.3,15.8,-0.3,0.2,-0.1,-0.014,-5.3,-0.1,-5.3,-0.2
2016,Thabo Sefolosha,SF,32,ATL,62,42,1596,3.9,8.9,0.441,0.9,2.7,0.342,3,6.2,0.484,1.2,1.7,0.733,1.2,4.9,6.1,2.4,2.2,0.7,1.3,2.2,10,11.9,0.519,0.304,0.19,3.8,14.7,9.3,9.9,3,1.7,13.3,0.6,2.7,3.3,0.098,-1.9,3.1,1.2,1.3
2016,Wayne Selden,SG,22,TOT,14,5,236,3.8,8.8,0.431,1.1,4.3,0.25,2.7,4.6,0.6,2.1,3.4,0.636,0.2,2.3,2.4,2,0.9,0.2,1.8,2.7,10.8,6.9,0.525,0.483,0.379,0.5,7.2,3.8,8.5,1.3,0.4,15.3,-0.1,0.2,0.1,0.016,-3.4,-1.6,-5,-0.2
2016,Wayne Selden,SG,22,NOP,3,3,47,3.8,6.1,0.625,3.1,5.4,0.571,0.8,0.8,1,1.5,3.1,0.5,0,3.8,3.8,0.8,1.5,0,2.3,4.6,12.3,10,0.82,0.875,0.5,0,11.3,5.6,3,2.1,0,12,0,0,0.1,0.089,-0.5,-0.7,-1.2,0
2016,Wayne Selden,SG,22,MEM,11,2,189,3.8,9.5,0.4,0.6,4,0.143,3.2,5.5,0.586,2.3,3.4,0.667,0.2,1.9,2.1,2.3,0.8,0.2,1.7,2.3,10.5,6.2,0.475,0.42,0.36,0.6,6.2,3.3,9.9,1.1,0.5,16.1,-0.1,0.1,0,-0.002,-4.1,-1.9,-6,-0.2
2016,Kevin Seraphin,PF,27,IND,49,3,559,7,12.8,0.551,0,0.1,0,7,12.6,0.556,0.9,1.4,0.636,2.6,6.5,9.1,1.5,0.5,1.3,1.9,4.3,14.9,14.4,0.559,0.01,0.111,8.3,20,14.3,6.7,0.6,3.1,19,0.4,0.6,1,0.082,-3.1,-0.5,-3.6,-0.2
2016,Ramon Sessions,PG,30,CHO,50,1,811,4.4,11.7,0.38,0.9,2.8,0.339,3.5,8.9,0.393,4,5.2,0.771,0.5,2.8,3.2,5.7,1.2,0.1,2,1.9,13.8,12.4,0.495,0.236,0.449,1.5,8.5,4.9,24.2,1.7,0.3,20.1,0.3,0.6,0.9,0.055,-2.4,-2.2,-4.6,-0.5
2016,Iman Shumpert,SG,26,CLE,76,31,1937,3.7,9.1,0.411,1.7,4.9,0.36,2,4.2,0.469,1.3,1.7,0.789,0.7,3.3,4.1,2,1.2,0.5,1.4,2.8,10.5,9,0.536,0.534,0.184,2.3,9.9,6.2,7.8,1.6,1.1,14,0.7,1.4,2,0.05,-1.3,0,-1.3,0.3
2016,Pascal Siakam,PF,22,TOR,55,38,859,4.3,8.6,0.502,0,0.3,0.143,4.3,8.3,0.515,0.9,1.3,0.688,2.7,5.1,7.8,0.7,1.1,1.9,1.4,4.6,9.6,11.5,0.523,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,0.4,1.2,1.6,0.089,-3,1.9,-1.1,0.2
