Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_PERC,3P,3PA,3P_PERC,2P,2PA,2P_PERC,FT,FTA,FT_PERC,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_PERC,DRB_PERC,TRB_PERC,AST_PERC,STL_PERC,BLK_PERC,USG_PERC,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016,Willie Cauley-Stein,C,23,SAC,75,21,1421,6.5,12.2,0.53,0,0.1,0,6.5,12.1,0.532,2.6,3.8,0.669,2.2,6.4,8.6,2,1.3,1.1,1.7,3.7,15.5,16.3,0.558,0.004,0.314,7,20.4,13.8,9.4,1.9,2.8,19.7,1.4,1.5,2.9,0.1,-2,0.8,-1.2,0.3
2016,Tyson Chandler,C,34,PHO,47,46,1298,4.2,6.3,0.671,0,0,,4.2,6.3,0.671,2.5,3.4,0.734,4.2,10.7,14.9,0.8,0.9,0.7,1.8,3.5,11,16.6,0.703,0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,11.2,2.7,1.3,4.1,0.151,-0.7,0.3,-0.3,0.5
2016,Wilson Chandler,SF,29,DEN,71,33,2197,7.1,15.4,0.461,1.8,5.3,0.337,5.3,10,0.527,2.3,3.2,0.727,1.7,5.8,7.5,2.3,0.8,0.5,1.9,2.8,18.3,14.9,0.545,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,22,2.4,1.1,3.5,0.077,0.5,-1.4,-0.9,0.6
2016,Marquese Chriss,PF,19,PHO,82,75,1743,5.9,13.1,0.449,1.5,4.6,0.321,4.4,8.4,0.52,2.3,3.7,0.624,2,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,19.7,0.3,1.5,1.8,0.05,-1.6,0,-1.6,0.2
2016,Rakeem Christmas,PF,25,IND,29,0,219,3.1,7.1,0.442,0,0,,3.1,7.1,0.442,3.5,4.8,0.724,4.3,4.9,9.2,0.7,0.5,1,1.3,6.1,9.7,10.4,0.529,0,0.674,13.5,15.2,14.4,2.5,0.7,2.4,13.1,0.3,0.2,0.5,0.099,-3,-1.2,-4.2,-0.1
2016,Semaj Christon,PG,24,OKC,64,1,973,2.8,8.3,0.345,0.4,2.3,0.19,2.4,5.9,0.406,0.6,1.1,0.548,0.7,2.5,3.2,4.8,1,0.3,1.6,2.9,6.8,5.7,0.387,0.283,0.139,2.2,7.8,4.9,18.1,1.4,0.6,12.2,-0.7,0.8,0.1,0.006,-5.1,-1.2,-6.3,-1.1
2016,Ian Clark,SG,25,GSW,77,0,1137,6.7,13.7,0.487,1.9,5.2,0.374,4.7,8.5,0.556,1.4,1.8,0.759,0.7,3.1,3.8,2.8,1.2,0.3,1.7,2.4,16.7,13.1,0.575,0.376,0.134,2.3,9,5.8,11.2,1.7,0.6,19.5,1,1.3,2.3,0.099,-0.6,-1.4,-2,0
2016,Jordan Clarkson,SG,24,LAL,82,19,2397,7.2,16.1,0.445,1.8,5.3,0.329,5.4,10.7,0.503,2,2.5,0.798,0.7,3,3.7,3.2,1.3,0.1,2.5,2.3,18.1,13.2,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,23.3,0.5,0.7,1.2,0.024,-0.5,-2.3,-2.7,-0.4
2016,Norris Cole,PG,28,OKC,13,0,125,4.6,15,0.308,0.9,3.7,0.231,3.7,11.2,0.333,2.3,2.9,0.8,0,3.2,3.2,4,2.3,0,2,5.2,12.4,5.4,0.381,0.25,0.192,0,9.8,4.9,16.3,3.1,0,21.5,-0.2,0.2,-0.1,-0.033,-6.5,-1.7,-8.2,-0.2
2016,Darren Collison,PG,29,SAC,68,64,2063,5.9,12.5,0.476,1.3,3.1,0.417,4.7,9.4,0.495,2.6,3,0.86,0.4,2.3,2.7,5.4,1.2,0.2,2,2.1,15.7,15.3,0.57,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,19.8,3.1,0.8,3.9,0.091,0.8,-2.3,-1.5,0.3
2016,Nick Collison,PF,36,OKC,20,0,128,3.9,6.5,0.609,0,0.3,0,3.9,6.2,0.636,1.4,2.3,0.625,2.5,6.2,8.7,3.4,0.6,0.6,1.1,4.8,9.3,12.9,0.622,0.043,0.348,7.8,19.1,13.4,13.2,0.8,1.2,10.1,0.3,0.1,0.4,0.145,-1.8,0,-1.8,0
2016,Mike Conley,PG,29,MEM,69,68,2292,7.3,15.8,0.46,2.7,6.6,0.408,4.6,9.3,0.497,5,5.8,0.859,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2,22.2,23.2,0.604,0.415,0.365,1.5,10.8,6,34.5,2.1,0.8,26.3,7.5,2.5,10,0.209,6.5,-0.8,5.7,4.5
2016,Pat Connaughton,SG,24,POR,39,1,316,4.2,8.2,0.514,1.9,3.8,0.515,2.3,4.4,0.513,0.8,1,0.778,1.1,4.8,5.9,3.2,0.7,0.2,1.9,2.6,11.2,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,13,0.4,0.2,0.6,0.09,-0.9,-1.6,-2.5,0
2016,Quinn Cook,PG,23,TOT,14,0,188,6.3,12.6,0.5,2.1,5,0.423,4.2,7.7,0.55,0.4,1,0.4,0.2,1.1,1.3,5,0.8,0,2.5,2.5,15.1,11.8,0.579,0.394,0.076,0.6,3.6,2,22.8,1.1,0,19.6,0.1,0.1,0.2,0.047,-1.7,-4.2,-5.9,-0.2
2016,Quinn Cook,PG,23,DAL,5,0,77,5.1,11.7,0.44,2.3,6.5,0.357,2.8,5.1,0.545,0,0.9,0,0,1.4,1.4,5.6,0.5,0,3.7,2.8,12.6,6.9,0.522,0.56,0.08,0,4.8,2.3,25.7,0.7,0,20.7,-0.1,0,-0.1,-0.046,-4.2,-4.5,-8.7,-0.1
2016,Quinn Cook,PG,23,NOP,9,0,111,7.1,13.3,0.537,1.9,3.9,0.5,5.2,9.4,0.552,0.6,1,0.667,0.3,1,1.3,4.5,1,0,1.6,2.3,16.9,15.3,0.614,0.293,0.073,0.9,2.9,1.9,20.7,1.3,0,18.9,0.2,0.1,0.3,0.11,0,-4,-4,-0.1
2016,DeMarcus Cousins,C,26,TOT,72,72,2465,9.4,20.9,0.452,1.9,5.3,0.361,7.5,15.6,0.483,7.6,9.8,0.772,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4,25.8,0.562,0.253,0.468,7,29.2,18.2,25.8,2,3.4,36.5,3.9,3.8,7.6,0.149,3.9,2.6,6.6,5.3
2016,DeMarcus Cousins,C,26,SAC,55,55,1891,9.6,21.3,0.452,1.8,5.1,0.356,7.8,16.2,0.482,8.1,10.5,0.77,2.2,8.9,11.1,5.1,1.4,1.4,3.9,3.9,29.1,26.5,0.562,0.239,0.491,7.1,28.3,17.8,27.4,2,3.6,37.5,3.4,2.6,6,0.153,4.5,2.6,7.1,4.3
2016,DeMarcus Cousins,C,26,NOP,17,17,574,8.9,19.7,0.452,2.3,6,0.375,6.6,13.7,0.486,5.9,7.6,0.777,2.3,10.9,13.2,4.1,1.6,1.2,3.9,4.7,26,23.2,0.564,0.306,0.385,6.8,32.2,19.4,20.6,2.1,2.7,33.1,0.5,1.1,1.6,0.136,2,2.8,4.8,1
2016,Robert Covington,SF,26,PHI,67,67,2119,5,12.4,0.399,2.3,7,0.333,2.6,5.4,0.484,2.4,3,0.822,1.6,5.8,7.4,1.7,2.2,1.2,2.2,3.4,14.7,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,19.2,0,3.2,3.1,0.071,-0.7,2,1.4,1.8
2016,Allen Crabbe,SG,24,POR,79,7,2254,4.8,10.3,0.468,2.1,4.8,0.444,2.7,5.5,0.49,1.7,2,0.847,0.3,3.3,3.6,1.5,0.9,0.3,1,2.7,13.5,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,14.9,3.1,1,4.2,0.089,0.3,-1.3,-1,0.6
2016,Jamal Crawford,SG,36,LAC,82,1,2157,6,14.5,0.413,1.9,5.4,0.36,4.1,9.1,0.443,2.9,3.4,0.857,0.3,1.9,2.2,3.6,1,0.2,2.2,1.9,16.8,12,0.525,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,22.7,0.5,1.4,1.9,0.043,-1,-2.1,-3,-0.6
2016,Jordan Crawford,SG,28,NOP,19,0,442,8.6,17.8,0.482,3,7.7,0.389,5.5,10,0.553,1.6,2.1,0.769,0.3,2.4,2.8,4.6,0.9,0.2,2,2.4,21.7,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,25.5,0.6,0.3,0.9,0.102,2.6,-3,-0.4,0.2
2016,Jae Crowder,SF,26,BOS,72,72,2335,5.1,11.1,0.463,2.4,6.1,0.398,2.7,5,0.54,2.7,3.3,0.811,0.7,5.7,6.4,2.4,1.1,0.4,1.2,2.5,15.4,14.9,0.613,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,17,4.1,2.5,6.7,0.137,1.4,0.2,1.6,2.1
2016,Dante Cunningham,PF,29,NOP,66,35,1649,3.8,7.8,0.485,1.6,4,0.392,2.2,3.9,0.579,0.3,0.6,0.593,1.2,4.8,6,0.8,0.9,0.6,0.6,2.2,9.5,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,10.7,1.4,1.6,3,0.088,-1.3,0.8,-0.5,0.6
2016,Seth Curry,PG,26,DAL,70,42,2029,6,12.5,0.481,2.4,5.7,0.425,3.6,6.8,0.528,1.5,1.8,0.85,0.4,2.7,3.2,3.4,1.4,0.1,1.6,2.2,15.9,15.5,0.601,0.458,0.142,1.4,9.3,5.1,16,2,0.3,19.5,2.9,1.7,4.6,0.11,1.8,-0.4,1.4,1.7
2016,Stephen Curry,PG,28,GSW,79,79,2638,9.2,19.7,0.468,4.4,10.8,0.411,4.8,8.9,0.537,4.4,4.9,0.898,0.8,4,4.8,7.2,1.9,0.2,3.3,2.5,27.3,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,30.1,8.7,3.9,12.6,0.229,7.8,-0.4,7.3,6.2
2016,Troy Daniels,SG,25,MEM,67,3,1183,5.6,15.1,0.374,4.2,10.8,0.389,1.4,4.3,0.336,1.3,1.6,0.796,0.7,2.4,3,1.4,0.6,0.1,1.4,2.7,16.8,10.4,0.531,0.717,0.109,2.1,7.8,4.8,6.6,0.9,0.3,21.7,0.5,0.8,1.3,0.051,0.4,-3.5,-3.1,-0.3
2016,Anthony Davis,C,23,NOP,75,75,2708,10.2,20.3,0.505,0.5,1.8,0.299,9.7,18.5,0.524,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.2,2.2,2.4,2.2,27.9,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,32.6,5.9,5.1,11,0.195,1.4,2.3,3.7,3.9
2016,Deyonta Davis,C,20,MEM,36,0,238,3.6,7.1,0.511,0,0,,3.6,7.1,0.511,1.5,2.7,0.556,3,6.1,9.1,0.3,0.5,2.6,1.2,6.1,8.8,10.6,0.528,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1
2016,Ed Davis,PF,27,POR,46,12,789,3.4,6.5,0.528,0,0,,3.4,6.5,0.528,2.3,3.7,0.617,4.4,6.8,11.1,1.2,0.7,1,1.7,6.3,9.1,11.5,0.563,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,12,1,0.7,1.7,0.104,-2.2,0.1,-2.1,0
2016,Dewayne Dedmon,C,27,SAS,76,37,1330,4.4,7,0.622,0,0,,4.4,7,0.622,1.8,2.5,0.699,3.5,9.9,13.4,1.2,1,1.7,1.7,4.9,10.5,16,0.645,0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,12.3,2.3,3,5.2,0.189,-1.6,3.2,1.7,1.2
2016,Sam Dekker,PF,22,HOU,77,2,1419,5.2,10.9,0.473,1.5,4.7,0.321,3.6,6.1,0.591,1,1.7,0.559,2.4,4.8,7.2,1.9,1,0.5,1,2.1,12.8,13.1,0.549,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,14.9,1.9,1.2,3.1,0.104,-0.4,-0.6,-1,0.3
2016,Malcolm Delaney,PG,27,ATL,73,2,1248,4.2,11.2,0.374,0.7,3.2,0.236,3.4,8,0.428,2.2,2.7,0.806,0.3,3.3,3.5,5.6,1.1,0,2.7,3.2,11.3,7.5,0.456,0.284,0.24,0.9,9.8,5.4,23.1,1.5,0.1,18.3,-1.2,1.3,0.1,0.005,-4.6,-1.3,-5.9,-1.2
2016,Matthew Dellavedova,PG,26,MIL,76,54,1986,3.8,9.7,0.39,1.4,3.9,0.367,2.3,5.8,0.404,1.5,1.7,0.854,0.4,2.2,2.7,6.5,1,0,2.4,2.8,10.5,9.4,0.501,0.403,0.18,1.4,7.1,4.3,25.7,1.4,0,16.3,0.3,0.9,1.2,0.029,-1.9,-2.8,-4.7,-1.4
2016,Luol Deng,SF,31,LAL,56,49,1486,4,10.3,0.387,1.2,4,0.309,2.7,6.3,0.436,1.1,1.5,0.73,1.5,5.6,7.1,1.8,1.2,0.5,1,1.5,10.3,10.1,0.47,0.389,0.149,4.5,17.7,10.8,7,1.6,1.1,14.2,0.1,0.8,0.9,0.029,-2.3,-0.2,-2.5,-0.2
2016,DeMar DeRozan,SG,27,TOR,74,74,2620,9.9,21.2,0.467,0.5,1.7,0.266,9.5,19.5,0.484,7.5,8.9,0.842,1,4.3,5.3,4,1.1,0.2,2.5,1.8,27.8,24,0.552,0.08,0.419,3,13.6,8.3,20.6,1.5,0.4,34.3,6.7,2.4,9,0.166,2.4,-1.5,0.9,1.9
2016,Cheick Diallo,PF,20,NOP,17,0,199,6.5,13.7,0.474,0,0,,6.5,13.7,0.474,2.7,3.8,0.714,4.2,9,13.2,0.7,0.7,1.3,1.3,3.1,15.7,16.8,0.51,0,0.276,12.1,26.7,19.4,3.2,1,2.9,20.5,0.2,0.3,0.5,0.111,-4.6,-1,-5.6,-0.2
2016,Boris Diaw,PF,34,UTA,73,33,1283,4.1,9.2,0.446,0.6,2.3,0.247,3.5,6.9,0.512,0.7,1,0.743,1.3,3.1,4.4,4.8,0.5,0.3,2.4,2.3,9.5,9,0.494,0.248,0.107,4.3,9.8,7.1,20.3,0.7,0.6,15.6,-0.1,1.2,1.1,0.041,-2.7,-0.2,-2.9,-0.3
2016,Gorgui Dieng,PF,27,MIN,82,82,2653,4.5,9,0.502,0.2,0.6,0.372,4.3,8.4,0.511,1.8,2.3,0.814,2.6,6.2,8.8,2.1,1.2,1.3,1.5,3.4,11.1,14.2,0.555,0.065,0.253,8.1,20.5,14.2,8.6,1.7,3.1,14,3.2,2.5,5.7,0.103,-0.5,2.2,1.8,2.5
2016,Spencer Dinwiddie,PG,23,BRK,59,18,1334,3.6,8.1,0.444,1,2.7,0.376,2.6,5.4,0.478,3.4,4.3,0.792,0.7,3.7,4.4,5,1.2,0.6,1.8,3.2,11.7,12.7,0.581,0.334,0.526,2.2,10.7,6.5,20.3,1.6,1.3,14.1,1.9,0.9,2.8,0.101,-0.7,-0.2,-0.9,0.4
2016,Toney Douglas,PG,30,MEM,24,0,394,3.9,10.7,0.368,0.6,3.8,0.167,3.3,6.9,0.48,2.2,2.6,0.828,1.2,4.4,5.6,5.1,1.6,0.5,1.9,4.6,10.7,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,17.4,0,0.5,0.5,0.059,-2.2,1,-1.2,0.1
2016,Goran Dragic,PG,30,MIA,73,73,2459,7.8,16.5,0.475,1.7,4.2,0.405,6.1,12.2,0.499,4.4,5.5,0.79,0.9,3.2,4.1,6.2,1.3,0.2,3.1,2.9,21.7,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29,1.8,0.4,27.1,5,2.6,7.5,0.147,3.4,-0.7,2.7,2.9
2016,Andre Drummond,C,23,DET,81,81,2409,7.2,13.6,0.53,0,0.1,0.286,7.2,13.5,0.532,2,5.3,0.386,5.2,11.5,16.7,1.3,1.9,1.3,2.3,3.5,16.5,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,22.4,1.4,5.3,6.7,0.133,-2.1,2.9,0.9,1.8
2016,Jared Dudley,PF,31,PHO,64,7,1362,4.1,9.1,0.454,2,5.4,0.379,2.1,3.8,0.559,1.1,1.7,0.662,0.8,5.1,5.9,3.2,1.1,0.4,1.9,4.1,11.5,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,13.8,1.1,0.7,1.8,0.064,-0.1,-0.1,-0.3,0.6
2016,Mike Dunleavy,SF,36,TOT,53,2,841,4,9.4,0.423,2.3,5.7,0.396,1.7,3.7,0.465,1.5,1.9,0.8,0.8,4.2,4.9,2.1,0.6,0.3,1.2,2.9,11.8,10.1,0.573,0.609,0.205,2.4,12.4,7.5,8.6,0.9,0.7,14,0.8,0.7,1.5,0.086,-1,-1.2,-2.2,0
2016,Mike Dunleavy,SF,36,CLE,23,2,366,3.5,8.9,0.4,2,5.6,0.351,1.6,3.2,0.485,1.4,1.9,0.737,0.5,4.1,4.6,2,0.6,0.2,1.4,3.1,10.4,7.6,0.539,0.633,0.211,1.6,12.3,7.1,7.5,0.8,0.4,13.7,0.1,0.2,0.3,0.041,-2.1,-1.7,-3.7,-0.2
2016,Mike Dunleavy,SF,36,ATL,30,0,475,4.3,9.9,0.438,2.5,5.8,0.429,1.8,4,0.453,1.7,2,0.846,1,4.2,5.2,2.3,0.7,0.4,1.1,2.7,12.8,11.9,0.597,0.592,0.2,3.1,12.5,7.9,9.5,0.9,0.9,14.3,0.7,0.5,1.2,0.12,-0.2,-0.8,-1,0.1
2016,Kris Dunn,PG,22,MIN,78,7,1333,3.2,8.5,0.377,0.6,2,0.288,2.6,6.5,0.404,1,1.6,0.61,0.6,3.8,4.5,5.1,2.1,1,2.4,4.8,7.9,8.1,0.432,0.233,0.188,2.1,12.6,7.3,19.4,3,2.3,14.2,-1.2,1.3,0.1,0.004,-3.7,1.5,-2.2,-0.1
2016,Kevin Durant,PF,28,GSW,62,62,2070,9.6,17.8,0.537,2,5.4,0.375,7.5,12.4,0.608,5.8,6.7,0.875,0.7,8.2,8.9,5.2,1.1,1.7,2.4,2,27,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,27.8,8,4,12,0.278,5.4,2.6,8,5.2
2016,Jarell Eddie,SF,25,PHO,5,0,62,3.5,11,0.316,2.3,9.3,0.25,1.2,1.7,0.667,4.6,5.2,0.889,0.6,3.5,4.1,0,0.6,0,0.6,0.6,13.9,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,16.2,0.1,0,0.1,0.054,-1.5,-5.9,-7.3,-0.1
2016,Henry Ellenson,PF,20,DET,19,2,146,5.7,15.8,0.359,2.5,8.6,0.286,3.2,7.2,0.448,1,2,0.5,2,8.1,10.1,1.7,0.2,0.2,3.5,1.5,14.8,7.5,0.444,0.547,0.125,5.8,25.6,15.3,7.2,0.3,0.6,24.7,-0.4,0.2,-0.2,-0.071,-5.8,-2.4,-8.2,-0.2
2016,Wayne Ellington,SG,29,MIA,62,13,1500,5.5,13.3,0.416,3.6,9.5,0.378,2,3.9,0.509,0.9,1,0.86,0.4,2.7,3.2,1.7,0.8,0.1,0.7,1.7,15.6,12.6,0.565,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,17.9,2.1,1.2,3.3,0.105,1.8,-1.9,-0.2,0.7
2016,Monta Ellis,SG,31,IND,74,33,1998,4.5,10,0.443,0.8,2.4,0.319,3.7,7.6,0.483,1.7,2.3,0.727,0.3,3.3,3.7,4.3,1.4,0.5,2.4,2.7,11.4,9.9,0.514,0.242,0.23,1.1,10.3,5.7,17.2,2,1.2,16.8,-0.7,1.7,1.1,0.026,-2.5,0.2,-2.3,-0.2
2016,Joel Embiid,C,22,PHI,31,31,786,9.2,19.6,0.466,1.6,4.5,0.367,7.5,15.2,0.495,8.7,11.2,0.783,2.8,8.3,11.1,3,1.2,3.5,5.4,5.1,28.7,24.1,0.584,0.228,0.569,8.5,25.6,17,16,1.7,7.7,36,0.5,1.5,1.9,0.117,0,3.2,3.1,1
2016,James Ennis,SF,26,MEM,64,28,1501,3.5,7.7,0.455,1.2,3.3,0.372,2.3,4.4,0.516,2.1,2.6,0.782,1.7,4.6,6.2,1.5,1.1,0.5,1.4,4,10.3,10.6,0.581,0.427,0.343,5.1,14.9,9.9,6.5,1.6,1.2,13,1.4,1.7,3.1,0.101,-1,1,0,0.8
2016,Tyler Ennis,PG,22,TOT,53,2,588,5.5,12.7,0.433,1.7,4.3,0.386,3.9,8.4,0.457,1.3,1.5,0.84,0.6,2.2,2.8,5.3,1.5,0.1,2.8,3.6,14,10.9,0.521,0.337,0.12,1.6,6.8,4.2,21.7,2.1,0.3,19.1,0.1,0.3,0.4,0.031,-2.2,-2.8,-4.9,-0.4
2016,Tyler Ennis,PG,22,HOU,31,0,196,4.6,11.8,0.391,1.1,2.9,0.375,3.5,8.8,0.396,0.4,0.6,0.667,0.7,2.8,3.5,6.2,1.1,0,4.4,5.3,10.7,4,0.444,0.25,0.047,2.2,8.4,5.3,24.5,1.5,0,19.3,-0.4,0.1,-0.2,-0.061,-6.8,-2.7,-9.5,-0.4
2016,Tyler Ennis,PG,22,LAL,22,2,392,6,13.2,0.451,1.9,5,0.389,4,8.3,0.489,1.7,2,0.864,0.5,1.9,2.4,4.8,1.7,0.2,1.9,2.7,15.6,14.3,0.553,0.375,0.153,1.3,6.1,3.6,20.3,2.4,0.4,19,0.5,0.1,0.6,0.077,0.1,-2.8,-2.7,-0.1
2016,Tyreke Evans,SF,27,TOT,40,6,788,6.9,16.9,0.405,1.9,5.4,0.356,4.9,11.5,0.429,3.2,4.2,0.75,0.6,5.7,6.3,5.7,1.6,0.4,2.8,2.7,18.8,15.5,0.501,0.319,0.249,1.8,17.2,9.5,25.9,2.2,1,26.7,-0.2,0.9,0.7,0.045,-0.7,-0.1,-0.9,0.2
2016,Tyreke Evans,SF,27,NOP,26,0,474,6.9,17.2,0.401,1.6,5.3,0.3,5.3,11.9,0.446,3.4,4.4,0.776,0.5,6.1,6.5,6.9,1.7,0.3,3,3.1,18.8,15.8,0.491,0.308,0.256,1.3,17.9,9.6,31.3,2.4,0.7,27.2,-0.1,0.7,0.5,0.053,-0.6,0.5,0,0.2
2016,Tyreke Evans,SF,27,SAC,14,6,314,6.8,16.4,0.413,2.4,5.5,0.438,4.4,10.9,0.4,2.8,3.9,0.706,0.8,5,5.8,3.8,1.4,0.6,2.5,2.2,18.7,14.9,0.516,0.336,0.238,2.6,16,9.4,17.7,1.9,1.5,26,0,0.3,0.2,0.034,-1,-1.2,-2.2,0
2016,Dante Exum,PG,21,UTA,66,26,1228,4.5,10.6,0.427,1.3,4.4,0.295,3.3,6.3,0.519,1.7,2.1,0.795,0.9,3,3.9,3.3,0.6,0.4,2.3,4.3,12.1,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,18.1,-0.1,1.3,1.2,0.046,-2,-0.5,-2.5,-0.1
2016,Kenneth Faried,PF,27,DEN,61,34,1296,6.3,11.6,0.548,0,0.2,0,6.3,11.4,0.556,3.6,5.2,0.693,5.1,7.7,12.8,1.5,1.2,1.1,1.6,3.4,16.3,20.3,0.588,0.014,0.454,15.8,23.6,19.7,6.3,1.6,2.4,18.3,3.3,1.2,4.5,0.168,0.9,-0.1,0.8,0.9
2016,Jordan Farmar,PG,30,SAC,2,0,35,4.1,12.3,0.333,4.1,9.3,0.444,0,3.1,0,0,0,,1,2.1,3.1,9.3,2.1,0,3.1,1,12.3,14.4,0.5,0.75,0,3.3,6.5,5,38.6,2.9,0,19.4,0,0,0,0.063,0.7,-3.7,-3,0
2016,Derrick Favors,PF,25,UTA,50,39,1186,6.2,12.7,0.487,0.1,0.3,0.3,6.1,12.4,0.491,2,3.3,0.615,2.8,6.5,9.3,1.7,1.4,1.2,1.8,3.1,14.4,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6
2016,Kay Felder,PG,21,CLE,42,0,386,5.8,14.7,0.392,0.7,2.1,0.318,5.1,12.7,0.404,3.3,4.6,0.714,0.3,3.5,3.8,5.4,1.7,0.7,2.8,3.5,15.5,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,24.2,-0.3,0.4,0.1,0.008,-4.8,-1.2,-6,-0.4
2016,Cristiano Felicio,C,24,CHI,66,0,1040,4.4,7.7,0.579,0,0,,4.4,7.7,0.579,2.1,3.2,0.645,4.3,6.5,10.8,1.4,0.9,0.6,1.1,3.8,10.9,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,12.4,2.1,1.3,3.4,0.158,-0.6,0.6,0,0.5
2016,Raymond Felton,PG,32,LAC,80,11,1700,4.7,10.9,0.43,1,3,0.319,3.7,7.8,0.473,1.1,1.4,0.781,0.7,3.9,4.6,4,1.4,0.5,1.8,2.6,11.4,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,16.5,0.2,1.8,1.9,0.055,-1.8,0.8,-1,0.4
2016,Yogi Ferrell,PG,23,TOT,46,29,1197,4.8,11.8,0.406,2,5.3,0.386,2.8,6.6,0.422,2.2,2.7,0.831,0.6,2.7,3.3,5.2,1.3,0.3,2.1,2.7,13.9,13.1,0.533,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,19.6,0.8,1,1.8,0.072,-0.1,-0.6,-0.7,0.4
2016,Yogi Ferrell,PG,23,BRK,10,0,151,4.3,11.7,0.367,1.9,6.4,0.296,2.4,5.2,0.455,2.4,3.8,0.625,1,1.9,2.9,4.1,0.5,0.5,3.3,2.6,12.9,6.5,0.482,0.551,0.327,2.8,5.5,4.2,16.9,0.6,1,19.9,-0.2,0,-0.2,-0.05,-4,-3.3,-7.3,-0.2
2016,Yogi Ferrell,PG,23,DAL,36,29,1046,4.9,11.9,0.412,2.1,5.1,0.403,2.8,6.7,0.418,2.2,2.5,0.877,0.6,2.9,3.4,5.3,1.4,0.2,1.9,2.7,14,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2,0.6,19.5,1,0.9,2,0.09,0.5,-0.3,0.2,0.6
2016,Dorian Finney-Smith,PF,23,DAL,81,35,1642,2.7,7.3,0.372,1.2,4.2,0.293,1.5,3.1,0.479,1,1.3,0.754,1.2,3.7,4.9,1.5,1.1,0.5,1,2.7,7.7,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.6,-0.1,1.5,1.4,0.041,-2.8,1.3,-1.4,0.2
2016,Bryn Forbes,SG,23,SAS,36,0,285,4.5,12.5,0.364,2.1,6.7,0.321,2.4,5.8,0.413,0.6,0.8,0.833,0.3,2.7,2.9,2.9,0.1,0,1.4,2.5,11.9,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,17.9,-0.2,0.2,0.1,0.014,-3.2,-2.8,-6,-0.3
2016,Evan Fournier,SG,24,ORL,68,66,2234,6.6,15,0.439,2.1,5.8,0.356,4.5,9.2,0.491,3.6,4.5,0.805,0.7,2.7,3.4,3.3,1.1,0.1,2.3,2.9,18.8,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,23.5,1.7,1.1,2.8,0.059,0.8,-2.2,-1.3,0.4
